"ID","Name","Birthdate"
"A-c34de6d6-8eed-11ef-834d-08bfb82c14c5","Anita Butler","1965-09-15"
"A-c34dcd4f-8eed-11ef-834d-08bfb82c14c5","Anita Walker","1962-11-01"
"A-c34dea37-8eed-11ef-834d-08bfb82c14c5","Ashley Moore","1961-11-16"
"A-c34dea55-8eed-11ef-834d-08bfb82c14c5","Barbara Jackson","1999-03-18"
"A-c34deaf0-8eed-11ef-834d-08bfb82c14c5","Bradley Stevenson","1994-12-24"
"A-c34de937-8eed-11ef-834d-08bfb82c14c5","Brian Brown","1959-03-13"
"A-c34de5d9-8eed-11ef-834d-08bfb82c14c5","Calvin Clark","1984-02-05"
"A-c34de5b5-8eed-11ef-834d-08bfb82c14c5","Christian Mason","1954-01-18"
"A-c34de639-8eed-11ef-834d-08bfb82c14c5","Connie Kramer","1971-08-14"
"A-c34de9bd-8eed-11ef-834d-08bfb82c14c5","Darren Burns","1946-03-23"
"A-c34de6f4-8eed-11ef-834d-08bfb82c14c5","Donna English","1977-04-26"
"A-c34de65c-8eed-11ef-834d-08bfb82c14c5","Heather Mclean","1955-12-31"
"A-c34debe2-8eed-11ef-834d-08bfb82c14c5","Isaiah Schwartz","1966-05-12"
"A-c34dead2-8eed-11ef-834d-08bfb82c14c5","Jennifer Curtis","1986-09-10"
"A-c34de95a-8eed-11ef-834d-08bfb82c14c5","Jesse Smith","1943-08-18"
"A-c34de9f9-8eed-11ef-834d-08bfb82c14c5","John Clark","1966-09-24"
"A-c34de513-8eed-11ef-834d-08bfb82c14c5","Joseph Alvarez","1965-01-05"
"A-c34dec01-8eed-11ef-834d-08bfb82c14c5","Joseph Joseph","1954-01-21"
"A-c34de711-8eed-11ef-834d-08bfb82c14c5","Julie Barry","1980-05-03"
"A-c34de99e-8eed-11ef-834d-08bfb82c14c5","Kelly Clark","1990-03-06"
"A-c34de588-8eed-11ef-834d-08bfb82c14c5","Kimberly Brown","1970-08-03"
"A-c34debc5-8eed-11ef-834d-08bfb82c14c5","Levi Wilson","1956-07-09"
"A-c34dea74-8eed-11ef-834d-08bfb82c14c5","Lori Johnson","1997-09-27"
"A-c34de97b-8eed-11ef-834d-08bfb82c14c5","Michael Elliott","1968-07-11"
"A-c34de5fb-8eed-11ef-834d-08bfb82c14c5","Michael Morrison","1988-10-25"
"A-c34deb0f-8eed-11ef-834d-08bfb82c14c5","Michael Robinson","1986-04-26"
"A-c34dec1e-8eed-11ef-834d-08bfb82c14c5","Michael Walker","1966-02-07"
"A-c34dec3d-8eed-11ef-834d-08bfb82c14c5","Patricia Raymond","1995-06-29"
"A-c34deb4c-8eed-11ef-834d-08bfb82c14c5","Patricia Sanchez","1982-01-11"
"A-c34de8e4-8eed-11ef-834d-08bfb82c14c5","Paul Martinez","1960-02-24"
"A-c34de61b-8eed-11ef-834d-08bfb82c14c5","Paula Tucker","1981-09-14"
"A-c34deb89-8eed-11ef-834d-08bfb82c14c5","Robert Gray","1942-04-30"
"A-c34deb2d-8eed-11ef-834d-08bfb82c14c5","Robert Miller","1948-03-20"
"A-c34de9dc-8eed-11ef-834d-08bfb82c14c5","Robert Smith","1964-06-16"
"A-c34de72f-8eed-11ef-834d-08bfb82c14c5","Samantha Allen","1976-08-01"
"A-c34deba8-8eed-11ef-834d-08bfb82c14c5","Shannon Mitchell","1979-05-16"
"A-c34de67b-8eed-11ef-834d-08bfb82c14c5","Sheri Lewis","1942-07-09"
"A-c34de698-8eed-11ef-834d-08bfb82c14c5","Stacey Blevins","1942-08-02"
"A-c34deb6a-8eed-11ef-834d-08bfb82c14c5","Steven Jackson","1935-11-19"
"A-c34dec5a-8eed-11ef-834d-08bfb82c14c5","Steven Robinson","1959-01-30"
"A-c34de6b7-8eed-11ef-834d-08bfb82c14c5","Sydney Taylor","1978-02-08"
"A-c34deab0-8eed-11ef-834d-08bfb82c14c5","Thomas Stevens","1934-11-21"
"A-c34dea92-8eed-11ef-834d-08bfb82c14c5","Tracy Shaw","1940-01-29"
"A-c34dea18-8eed-11ef-834d-08bfb82c14c5","Yvette Daniel","1937-10-03"
"ID","AuthorID","Title","Description","ISBN","Stock","InitialStock"
"B-c3507572-8eed-11ef-834d-08bfb82c14c5","A-c34dcd4f-8eed-11ef-834d-08bfb82c14c5","Particularly charge nearly.",NULL,"978-1-4223-8315-5","10","10"
"B-c350a9cd-8eed-11ef-834d-08bfb82c14c5","A-c34de513-8eed-11ef-834d-08bfb82c14c5","Goal ability him.",NULL,"978-1-235-83555-1","1","1"
"B-c350aad4-8eed-11ef-834d-08bfb82c14c5","A-c34de588-8eed-11ef-834d-08bfb82c14c5","Board.",NULL,"978-0-483-52991-5","3","3"
"B-c350ab51-8eed-11ef-834d-08bfb82c14c5","A-c34de5b5-8eed-11ef-834d-08bfb82c14c5","Remain begin.",NULL,"978-1-924983-22-8","11","11"
"B-c350abb6-8eed-11ef-834d-08bfb82c14c5","A-c34de5d9-8eed-11ef-834d-08bfb82c14c5","Catch form kitchen.",NULL,"978-0-01-444353-6","1","1"
"B-c350ac14-8eed-11ef-834d-08bfb82c14c5","A-c34de5fb-8eed-11ef-834d-08bfb82c14c5","Dinner ahead but.",NULL,"978-1-298-44863-7","15","15"
"B-c350ac71-8eed-11ef-834d-08bfb82c14c5","A-c34de61b-8eed-11ef-834d-08bfb82c14c5","Bad.",NULL,"978-0-408-81057-9","12","12"
"B-c350acca-8eed-11ef-834d-08bfb82c14c5","A-c34de639-8eed-11ef-834d-08bfb82c14c5","Dream explain.",NULL,"978-1-02-607484-8","2","2"
"B-c350ad28-8eed-11ef-834d-08bfb82c14c5","A-c34de65c-8eed-11ef-834d-08bfb82c14c5","Tend step.",NULL,"978-0-8483-8373-2","15","15"
"B-c350ad81-8eed-11ef-834d-08bfb82c14c5","A-c34de67b-8eed-11ef-834d-08bfb82c14c5","Hand make.",NULL,"978-1-184-31230-1","11","11"
"B-c350add9-8eed-11ef-834d-08bfb82c14c5","A-c34de698-8eed-11ef-834d-08bfb82c14c5","Particularly.",NULL,"978-1-168-24894-7","9","9"
"B-c350ae32-8eed-11ef-834d-08bfb82c14c5","A-c34de6b7-8eed-11ef-834d-08bfb82c14c5","Take in thus.",NULL,"978-1-06-770480-3","12","12"
"B-c350ae8d-8eed-11ef-834d-08bfb82c14c5","A-c34de6d6-8eed-11ef-834d-08bfb82c14c5","Outside modern use.",NULL,"978-0-15-754791-7","3","3"
"B-c350aee6-8eed-11ef-834d-08bfb82c14c5","A-c34de6f4-8eed-11ef-834d-08bfb82c14c5","Before ever.",NULL,"978-1-78984-967-7","7","7"
"B-c350b16c-8eed-11ef-834d-08bfb82c14c5","A-c34de711-8eed-11ef-834d-08bfb82c14c5","Perform.",NULL,"978-1-9801-1623-3","14","14"
"B-c350eec0-8eed-11ef-834d-08bfb82c14c5","A-c34de72f-8eed-11ef-834d-08bfb82c14c5","Enjoy by.",NULL,"978-1-5255-1844-7","15","15"
"B-c350ef9e-8eed-11ef-834d-08bfb82c14c5","A-c34de8e4-8eed-11ef-834d-08bfb82c14c5","Foot dog entire.",NULL,"978-0-258-03453-8","4","4"
"B-c350f12d-8eed-11ef-834d-08bfb82c14c5","A-c34de937-8eed-11ef-834d-08bfb82c14c5","They religious.",NULL,"978-1-5110-0451-0","14","14"
"B-c350f24a-8eed-11ef-834d-08bfb82c14c5","A-c34de95a-8eed-11ef-834d-08bfb82c14c5","House son summer.",NULL,"978-1-4523-0402-1","4","4"
"B-c350f2b0-8eed-11ef-834d-08bfb82c14c5","A-c34de97b-8eed-11ef-834d-08bfb82c14c5","Time movement.",NULL,"978-0-250-01681-5","8","8"
"B-c350f31c-8eed-11ef-834d-08bfb82c14c5","A-c34de99e-8eed-11ef-834d-08bfb82c14c5","Mean check Democrat.",NULL,"978-0-396-67157-2","12","12"
"B-c350f37e-8eed-11ef-834d-08bfb82c14c5","A-c34de9bd-8eed-11ef-834d-08bfb82c14c5","Bar day.",NULL,"978-1-272-94173-4","6","6"
"B-c350f3e0-8eed-11ef-834d-08bfb82c14c5","A-c34de9dc-8eed-11ef-834d-08bfb82c14c5","Well exist program.",NULL,"978-0-85345-249-2","11","11"
"B-c350f442-8eed-11ef-834d-08bfb82c14c5","A-c34de9f9-8eed-11ef-834d-08bfb82c14c5","Say interest.",NULL,"978-1-114-86545-7","4","4"
"B-c350f53c-8eed-11ef-834d-08bfb82c14c5","A-c34dea18-8eed-11ef-834d-08bfb82c14c5","Walk professor people box.",NULL,"978-0-9525031-5-6","14","14"
"B-c350f59f-8eed-11ef-834d-08bfb82c14c5","A-c34dea37-8eed-11ef-834d-08bfb82c14c5","Despite.",NULL,"978-0-502-49606-8","3","3"
"B-c350f5ff-8eed-11ef-834d-08bfb82c14c5","A-c34dea55-8eed-11ef-834d-08bfb82c14c5","Ability.",NULL,"978-1-944374-73-0","1","1"
"B-c350f661-8eed-11ef-834d-08bfb82c14c5","A-c34dea74-8eed-11ef-834d-08bfb82c14c5","Type interest Republican.",NULL,"978-1-71960-800-8","12","12"
"B-c350fafc-8eed-11ef-834d-08bfb82c14c5","A-c34dea92-8eed-11ef-834d-08bfb82c14c5","Sense someone.",NULL,"978-1-03-470209-2","9","9"
"B-c350fc3d-8eed-11ef-834d-08bfb82c14c5","A-c34deab0-8eed-11ef-834d-08bfb82c14c5","Table alone million.",NULL,"978-1-83845-728-0","8","8"
"B-c350fca5-8eed-11ef-834d-08bfb82c14c5","A-c34dead2-8eed-11ef-834d-08bfb82c14c5","Bill share remember.",NULL,"978-0-09-321991-6","8","8"
"B-c350fed9-8eed-11ef-834d-08bfb82c14c5","A-c34deaf0-8eed-11ef-834d-08bfb82c14c5","Yeah participant real.",NULL,"978-0-443-48638-8","9","9"
"B-c351006d-8eed-11ef-834d-08bfb82c14c5","A-c34deb0f-8eed-11ef-834d-08bfb82c14c5","Hard should create national.",NULL,"978-1-880365-41-0","5","5"
"B-c3510380-8eed-11ef-834d-08bfb82c14c5","A-c34deb2d-8eed-11ef-834d-08bfb82c14c5","Skill able kind well.",NULL,"978-1-63103-594-4","7","7"
"B-c351063d-8eed-11ef-834d-08bfb82c14c5","A-c34deb4c-8eed-11ef-834d-08bfb82c14c5","Study account record.",NULL,"978-0-262-45228-1","6","6"
"B-c351086c-8eed-11ef-834d-08bfb82c14c5","A-c34deb6a-8eed-11ef-834d-08bfb82c14c5","Cold.",NULL,"978-1-84047-420-6","5","5"
"B-c35108cf-8eed-11ef-834d-08bfb82c14c5","A-c34deb89-8eed-11ef-834d-08bfb82c14c5","Send.",NULL,"978-1-72214-130-1","8","8"
"B-c35109cc-8eed-11ef-834d-08bfb82c14c5","A-c34deba8-8eed-11ef-834d-08bfb82c14c5","Someone form force.",NULL,"978-0-7700-2762-9","11","11"
"B-c3510ac1-8eed-11ef-834d-08bfb82c14c5","A-c34debc5-8eed-11ef-834d-08bfb82c14c5","Political staff evidence.",NULL,"978-0-354-98173-6","12","12"
"B-c3510b1f-8eed-11ef-834d-08bfb82c14c5","A-c34debe2-8eed-11ef-834d-08bfb82c14c5","Clear.",NULL,"978-1-56785-254-7","2","2"
"B-c3510c17-8eed-11ef-834d-08bfb82c14c5","A-c34dec01-8eed-11ef-834d-08bfb82c14c5","Land down security military.",NULL,"978-0-8032-1386-9","12","12"
"B-c3510c75-8eed-11ef-834d-08bfb82c14c5","A-c34dec1e-8eed-11ef-834d-08bfb82c14c5","Company in body.",NULL,"978-1-183-14266-4","4","4"
"B-c3510ea4-8eed-11ef-834d-08bfb82c14c5","A-c34dec3d-8eed-11ef-834d-08bfb82c14c5","Pretty left same.",NULL,"978-1-945759-77-2","12","12"
"B-c3510f04-8eed-11ef-834d-08bfb82c14c5","A-c34dec5a-8eed-11ef-834d-08bfb82c14c5","Other eat on.",NULL,"978-1-61381-603-5","11","11"
"ID","AuthorID","Title","Description","ISBN"
"BookID","UserID","DeletedBookID","LoanDate","ReturnDate"
"B-c3507572-8eed-11ef-834d-08bfb82c14c5","U-c351d9df-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-09 00:00:00","2024-08-21 00:00:00"
"B-c350a9cd-8eed-11ef-834d-08bfb82c14c5","U-c351e208-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-14 00:00:00","2024-08-05 00:00:00"
"B-c350aad4-8eed-11ef-834d-08bfb82c14c5","U-c351e28c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-05-01 00:00:00","2024-07-31 00:00:00"
"B-c350abb6-8eed-11ef-834d-08bfb82c14c5","U-c351e2bf-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-15 00:00:00","2024-08-31 00:00:00"
"B-c350ac14-8eed-11ef-834d-08bfb82c14c5","U-c351d9df-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-08-23 00:00:00","2024-09-08 00:00:00"
"B-c350ac71-8eed-11ef-834d-08bfb82c14c5","U-c351e2e9-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-24 00:00:00","2024-07-11 00:00:00"
"B-c350acca-8eed-11ef-834d-08bfb82c14c5","U-c351e312-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-14 00:00:00","2024-09-21 00:00:00"
"B-c350ad28-8eed-11ef-834d-08bfb82c14c5","U-c351e336-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-07 00:00:00","2024-08-11 00:00:00"
"B-c350ad81-8eed-11ef-834d-08bfb82c14c5","U-c351e359-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-21 00:00:00","2024-04-01 00:00:00"
"B-c350add9-8eed-11ef-834d-08bfb82c14c5","U-c351e336-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-19 00:00:00","2024-02-29 00:00:00"
"B-c350ae32-8eed-11ef-834d-08bfb82c14c5","U-c351e312-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-04 00:00:00","2024-03-07 00:00:00"
"B-c350ae8d-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-15 00:00:00","2024-06-17 00:00:00"
"B-c350ac14-8eed-11ef-834d-08bfb82c14c5","U-c351e3aa-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-04 00:00:00","2024-09-17 00:00:00"
"B-c350ac14-8eed-11ef-834d-08bfb82c14c5","U-c351e359-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-07-07 00:00:00","2024-08-11 00:00:00"
"B-c350eec0-8eed-11ef-834d-08bfb82c14c5","U-c351e3f1-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-06-29 00:00:00","2024-07-11 00:00:00"
"B-c350ef9e-8eed-11ef-834d-08bfb82c14c5","U-c351e417-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-15 00:00:00","2024-09-18 00:00:00"
"B-c350ae32-8eed-11ef-834d-08bfb82c14c5","U-c351e43a-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-28 00:00:00","2024-09-03 00:00:00"
"B-c350f12d-8eed-11ef-834d-08bfb82c14c5","U-c351e45c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-07-11 00:00:00","2024-08-16 00:00:00"
"B-c350ef9e-8eed-11ef-834d-08bfb82c14c5","U-c351e2bf-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-07-21 00:00:00","2024-08-04 00:00:00"
"B-c350f24a-8eed-11ef-834d-08bfb82c14c5","U-c351e480-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-06-29 00:00:00","2024-08-16 00:00:00"
"B-c350f2b0-8eed-11ef-834d-08bfb82c14c5","U-c351e3cd-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-25 00:00:00","2024-06-09 00:00:00"
"B-c350f31c-8eed-11ef-834d-08bfb82c14c5","U-c351e4a4-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-21 00:00:00","2024-07-17 00:00:00"
"B-c350f37e-8eed-11ef-834d-08bfb82c14c5","U-c351d9df-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-11 00:00:00","2024-05-03 00:00:00"
"B-c350f3e0-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-05-18 00:00:00","2024-07-03 00:00:00"
"B-c350f442-8eed-11ef-834d-08bfb82c14c5","U-c351e480-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-05-19 00:00:00","2024-06-18 00:00:00"
"B-c350ac71-8eed-11ef-834d-08bfb82c14c5","U-c351e208-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-02 00:00:00","2024-04-29 00:00:00"
"B-c350f53c-8eed-11ef-834d-08bfb82c14c5","U-c351e43a-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-23 00:00:00","2024-04-08 00:00:00"
"B-c350f59f-8eed-11ef-834d-08bfb82c14c5","U-c351e3f1-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-05 00:00:00","2024-09-18 00:00:00"
"B-c350f661-8eed-11ef-834d-08bfb82c14c5","U-c351e45c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-06 00:00:00","2024-03-02 00:00:00"
"B-c350ef9e-8eed-11ef-834d-08bfb82c14c5","U-c351e3cd-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-03 00:00:00","2024-09-22 00:00:00"
"B-c350ad28-8eed-11ef-834d-08bfb82c14c5","U-c351e3aa-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-20 00:00:00","2024-09-22 00:00:00"
"B-c350abb6-8eed-11ef-834d-08bfb82c14c5","U-c351e2bf-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-17 00:00:00","2024-05-06 00:00:00"
"B-c350fafc-8eed-11ef-834d-08bfb82c14c5","U-c351e3f1-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-27 00:00:00","2024-08-07 00:00:00"
"B-c350f24a-8eed-11ef-834d-08bfb82c14c5","U-c351e45c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-07-20 00:00:00","2024-08-09 00:00:00"
"B-c350fca5-8eed-11ef-834d-08bfb82c14c5","U-c351e359-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-09 00:00:00","2024-07-19 00:00:00"
"B-c350ae32-8eed-11ef-834d-08bfb82c14c5","U-c351e336-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-08-18 00:00:00","2024-08-18 00:00:00"
"B-c350ac14-8eed-11ef-834d-08bfb82c14c5","U-c351e208-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-18 00:00:00","2024-09-01 00:00:00"
"B-c350f661-8eed-11ef-834d-08bfb82c14c5","U-c351e4cb-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-15 00:00:00","2024-08-31 00:00:00"
"B-c350fed9-8eed-11ef-834d-08bfb82c14c5","U-c351e208-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-13 00:00:00","2024-09-16 00:00:00"
"B-c350acca-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-06-05 00:00:00","2024-08-23 00:00:00"
"B-c3507572-8eed-11ef-834d-08bfb82c14c5","U-c351e2bf-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-05-10 00:00:00","2024-07-25 00:00:00"
"B-c350eec0-8eed-11ef-834d-08bfb82c14c5","U-c351e4a4-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-03 00:00:00","2024-03-31 00:00:00"
"B-c350f2b0-8eed-11ef-834d-08bfb82c14c5","U-c351e359-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-26 00:00:00","2024-03-04 00:00:00"
"B-c350f3e0-8eed-11ef-834d-08bfb82c14c5","U-c351e4cb-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-09 00:00:00","2024-05-31 00:00:00"
"B-c3510380-8eed-11ef-834d-08bfb82c14c5","U-c351e4a4-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-17 00:00:00","2024-08-19 00:00:00"
"B-c350acca-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-04 00:00:00","2024-05-22 00:00:00"
"B-c350f24a-8eed-11ef-834d-08bfb82c14c5","U-c351e4a4-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-09-03 00:00:00","2024-09-14 00:00:00"
"B-c350aad4-8eed-11ef-834d-08bfb82c14c5","U-c351e28c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-01-19 00:00:00","2024-06-13 00:00:00"
"B-c350ac71-8eed-11ef-834d-08bfb82c14c5","U-c351e4ee-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-25 00:00:00","2024-09-16 00:00:00"
"B-c351063d-8eed-11ef-834d-08bfb82c14c5","U-c351d9df-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-05-14 00:00:00","2024-09-13 00:00:00"
"B-c350fca5-8eed-11ef-834d-08bfb82c14c5","U-c351e3cd-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-18 00:00:00","2024-04-23 00:00:00"
"B-c350add9-8eed-11ef-834d-08bfb82c14c5","U-c351e417-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-18 00:00:00","2024-04-22 00:00:00"
"B-c350f12d-8eed-11ef-834d-08bfb82c14c5","U-c351e417-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-08 00:00:00","2024-04-15 00:00:00"
"B-c350abb6-8eed-11ef-834d-08bfb82c14c5","U-c351e417-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-11 00:00:00","2024-07-18 00:00:00"
"B-c35109cc-8eed-11ef-834d-08bfb82c14c5","U-c351e336-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-07-07 00:00:00","2024-08-26 00:00:00"
"B-c350eec0-8eed-11ef-834d-08bfb82c14c5","U-c351e4cb-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-06-18 00:00:00","2024-07-31 00:00:00"
"B-c3510ac1-8eed-11ef-834d-08bfb82c14c5","U-c351e45c-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-28 00:00:00","2024-07-12 00:00:00"
"B-c3510b1f-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-02-13 00:00:00","2024-02-18 00:00:00"
"B-c350a9cd-8eed-11ef-834d-08bfb82c14c5","U-c351e3cd-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-08-10 00:00:00","2024-09-08 00:00:00"
"B-c3510c17-8eed-11ef-834d-08bfb82c14c5","U-c351e312-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-08-27 00:00:00","2024-08-28 00:00:00"
"B-c3510c75-8eed-11ef-834d-08bfb82c14c5","U-c351e43a-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-17 00:00:00","2024-04-16 00:00:00"
"B-c350eec0-8eed-11ef-834d-08bfb82c14c5","U-c351d9df-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-03-14 00:00:00","2024-04-13 00:00:00"
"B-c350f12d-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-04-27 00:00:00","2024-09-06 00:00:00"
"B-c350f53c-8eed-11ef-834d-08bfb82c14c5","U-c351e386-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-06-19 00:00:00","2024-08-02 00:00:00"
"B-c3510f04-8eed-11ef-834d-08bfb82c14c5","U-c351e336-8eed-11ef-834d-08bfb82c14c5",NULL,"2024-08-17 00:00:00","2024-09-19 00:00:00"
